Title,Description,Values
cognos eylül verileri güncellemesi,eylül ayına ait mizan verilerinde mütemmim işlem yapılmış olup geriye dönük güncelleme işlemi cognos ta yapılmıştır ana bankacılık mizanında değişen rakamların cognos mizana diğer gerçekleşme ekranlarına yansımadığı görülmektedir konu ilgili yardımlarınızı talep eder,0
yılında açılan şubelerin tanımlanması,ibm cognos tm mali tablolar küpünde şube bazlı giderler içerisinde yılında açılan yeni şubeler görünmemektedir dip toplam verisinde farka sebep olan eksikliğin giderilmesi yeni açılan şube kodlarının tanımlanarak gerçekleşme verilerinin sisteme getirilmesini talep etmekteyiz,0
caption isim değişikliği kh,cognos tm bütçe modülünde para piyasasına borçlar olan caption isminin geri alım vaadi satım olarak değiştirilmesini talep eder,1
kur etsininden arındırılmış büyüme küçüklme oranları eklenmesi,ibm cognos tm bütçe modülü içerisinde yer alan budget sekmesi içerisinde parametreler sekmesi altına aşağıdaki isimler kur etkisinden arındırılmış artış azalış oranlarının para cinsi bazında ayrı ayrı olma kaydıyla eklenmesini talep etmekteyiz eklenmesi istenen bütçe kalemleri bilanço aktifinde aktif büyüklük tp yp kredi alacaklar tp yp murabaha finansal kiralama tp yp bilanço pasifinde katılım fonları tp yp özel cari hesaplar tp yp katılma hesapları tp yp alemler ilgili detay formülasyonlar adım uygulama planına alındıktan so,1
kullanıcı yetki devri,bankacılık hizmetleri operasyon müdürlüğü cognos yetkilerinin mustafa güneş ten alınarak engin gülşen e devredilmesini talep etmekteyiz,2
erbil verilerinin görünmemesi,mizan güncelleme esnasında görünmeyen erbil verilerinin sisteme getirilmesini talep etmekteyiz gereği bilgilerinize sunarım,0
alt kırılım eklenmesi,budget bilanço aktifinde ii bankalar kalemi altına yurtdışı bankalar kırılımı pasifte a katılım fonları i toplanan fonlar i a cari hesaplar altına yurtdışı bankalar ch alt kırılımının eklenmesini talep etmekteyiz dileriz,1
yeni kalem eklenmesi,ibm cognos tm bütçe modülü içerisinde budget sekmesi altında yer alan parametreler bölümüne takipten yapılan tahsilatlar satırı eklenmesini talep etmekteyiz,1
parametreler bütçe kalemi eklenmesi,ibm cognos tm bütçe modülü içerisinde budget sekmesi altında yer alan parametreler bölümüne yakın i̇zleme bakiyesi yakın i̇zleme tahsilat tutarı kalemleri eklenmesi gerekmektedir,1
yılı dk eşlemeleri,ibm cognos tm uygulamasında veri ambarı içerisinde yer alan yılında dk eşlemede olan verilerin yılı sütununa kopyalanmasını talep etmekteyiz yılı gerçekleşmelerini görebilmek,1
caption isim değişikliği,vergi karşılığı altında bulunan ertelenmiş vergi giderleri kalem isminin ertelenmiş vergi giderleri net olarak değiştirilmesini talep etmekteyiz,1
geçmişe yönelik dk eşleme güncellemesi,ibm cognos tm veri ambarı içerisinde yer alan dk eşleme küpünde dk eşleme alanları açık görünmektedir geçmişe yönelik diğer eşlemelerin güncellenmesi diğer geçmiş yıl dk eşleme sütunlarının aktifleştirilmesini talep ederiz,2
cognos bütçe birim temsilcisi yetki devri,yatırım bankacılığı cognos birim temsilciliğinin mevcut yetkileri birlikte serhan yıldırım dan alınıp zeynep memiş e devredilmesini talep etmekteyiz,2
görünmeyen bütçe kalemi,ibm cognos tm bütçe planlama mali tablolar küplerinde ilgili sayfalarda budget segment şube mali tablo xiii vergi karşılığı ana kalemi görünmemektedir gereği bilgilerinize sunarım,0
kur bilgisi talebi,ibm cognos tm application bütçe planlama budget sekmesi içerisinde yer alan finansal tablolarda ilave tenzil giriş yapıldığında güncel kur çarpıp rakam getirmemektedir kur bilgilerini sadece ay sonu getirdiği ay sonu gelmeden t güncel verilerin görünebilmesi günlük olarak kur bilgisinin parametrelere budget sekmesi sonunda yer alan parametreler altında görünmesini talep etmekteyiz gereği bilgilerinize sunar,2
alt hesap eklenmesi,ibm cognos tm mali tablolar küpü içerisinde eşlediğimiz kiralama giderleri detaylarına e hizmet binaları kira giderleri genel müdürlük kaleminin eklenmesini talep etmekteyiz,2
yeni şube veirleri,i̇nşaat emlak diğer müdürlükler ibm cognos tm mali tablolar küpü içerisinde segment şube mali tablo sekmesinde şubeden sonra çılan şubeleri görmediklerini belirtmişlerdir ekran görüntüsü ekte olup yardımlarınızı talep ederiz,0
yetki devri,müdürlüğümüz personeli mahmut fudayl ataman a cognos stratejik planlama müdürlüğü yetkileri tanımlanmasını talep eder,2
artış azalış verileri,tm bütçe planlama küpü budget sekmesinde artış azalış elementi seçildiğinde ocak ayındaki verilerde geçen yılın aralık kümüle verisi ocak ayı farkını almaktadır gelir tablosu hatalı olup belir tablosunda ocak ayı aylık rakamların direkt ocak artış azalış sütununa yansıması gerekmektedir bilgilerinize sunar,0
veri güncelleme problemi,ibm cognos tm uygulama yönetiminden mizan güncelleme işlemi sırasında bütçe planlama küpü budget sekmesi sahipliği alınmadan mizan güncelleme işlemi yapıldığında veriler bozulmaktadır sorunun çözümü uygulama yönetiminde sahiplik alındığında diğer küplerde otomatik olarak sahiplik alınmalı güncelleme işlemi şekilde tamamlanmalıdır bilgilerinize sunarız,0
yatırım bankacılığı küp görüntüsü,yatırım bankacılığı md gider yatırım bütçesi küpünü görememektedir gereği bilgilerinize sunar,0
mali tablo görünümleri,kullanıcılar cognos tm mali tablolar küpü içerisindeki sekmeleri görememektedir gereği yardımlarınızı talep ederiz,0
yeni alt kırılım eklenmesi,ibm cognos tm bütçe modülünde budget sekmesi içerisinde bulunan bilanço aktif kalemlerinden gayrımenkuller içerisine i gayrımenkul maliyet bedeli ii gayrımenkul değerleme bedeli olarak alt kırılım eklenmesini gayrımenkuller kaleminin toplayıcı hesap olarak düzenlenmesini talep ederiz,2
dk eşleme güncellemeleri,ibm cognos tm uygulaması dk eşlemelerinde yılı eşlemeleri görünmemekle birlikte sistemde yılı aktif pasif farkı tespit edilmiştir öncesindeki yılların pasif durumda olması yılı dk eşlemelerinin görünmemesi sebebiyle yılı dk eşlemelerinin kopyalanarak yılı dahil geçmiş yıllara yapıştırılmasını talep ederiz,2
dil elementinin eklenmesi,ibm cognos bütçe planlama küpü budget sekmesi içerisinde yer alan budget sekmesine yeni bir dil elementi eklenmesini talep etmekteyiz türkçe i̇ngilizce olarak seçim yapılabilmesine olanak sağlayacak olan element talebinin çarşamba günkü toplantıda ele alınmasını talep ederiz,1
güncel kullanıcı listesi talebi,ibm cognos modülünü kullanma yetkisi olan personel listesinin uygulama yönetimi içerisine sekme olarak eklenmesini anlık olarak izlenebilmesini talep etmekteyiz,1
bilanço pasifinde genel karşılık giderleri ayrılması,ibm cognos tm uygulamasında bütçe planlama küpü budget uygulaması içerisinde vi karşılıklar bl altında izlenen a genel karşılık kaleminin gayrınakdi kredi genel karşılığı stage gayrınakdi kredi genel karşılığı stage olarak ikiye bölünmesi gerekmektedir gereği bilgilerinize sunarım,2
mizan güncellemesi,ibm cognos tm uygulamasında mizan güncelleme işleminin mali tablo güncellemeleri aynı zamanda otomatik olarak yapılmasını talep etmekteyiz,2
kalem ayrılması,cognos tm bütçe modülü içerisinde gelir tablosu kalemlerinden olan v temettü gelirleri kaleminin i̇ştiraklerden temettü gelirleri hisse senetlerinden temettü gelirleri olarak iki ayrı alt kırılımda gösterilip temettü gelirleri nin toplayıcı hesap olmasını talep etmekteyiz,2
yield end cost parametreleri eklenmesi,ibm cognos tm bütçe modülü içerisine ekteki mail gönderilecek detayda yield and cost oranlarının bilanço gelir tablosu rakamları görünebilmesi düzenleme talep etmekteyiz yapı yeni bir sayfada oluşturulabileceği elementlerin içerisine eklenmek suretiyle oluşturulabilir saygılarımla,1
yeni element eklenmesi,ibm cognos tm uygulamasında bütçe planlama budget küpü içerisine son tahminler isminde bir element eklenmesini talep ederiz std element içerisine bütçelenen gerçekleşen seçeneklerinin altına eklenmesi uygundur,1
kiralama giderleri alt kırılım eklenmesi,ibm cognos tm application bütçe planlama küpü budget sekmesi içerisinde yer alan kiralama giderleri ana kalemi içerisine f ifrs kapsamında belirlenen kira giderleri kırılımının eklenmesi gerekmektedir gereği bilgilerinize sunar,2
sermaye piyasası ürünleri kalemi aktarım,ibm cognos tm bütçe planlama küpü içerisinde budget sekmesinde pasiflerin altında yer alan sermaye piyasası ürünleri kaleminin ekte belirtilen ilgili kalemlerin altına taşınmasını talep etmekteyiz kalemler taşındıktan sonra sermaye piyasası ürünleri ana kalemi kaldırılabilir,2
erbil mizan entegrasyonu,erbil mizanın sisteme otomatik yüklenebilmesi gerekli yapı hazır olup aktarım işleminin tamamlanması talep edilmektedir erbil mizan verilerinin sistemden otomatik alınması erbil mizan kaynak tablo dw_thirdparty dbo cgns_mizan_yd tablosu kullanılabilir,1
vekillik kp giderlerinin taşınması,sermaye piyasası kp giderleri içerisinde yer alan vekillik kp gideri nin khs dağıtılan kp giderleri altına taşınmasını talep ederiz sermaye piyasası kp giderleri altında yer alan diğer kalemlerin silinmesi gerekmektedir bilgilerinize sunarız,2
sermaye piyasası ürünleri taşınması,bilanço pasifte alt kırılımları taşınan sermeye piyasası ürünlerini aynı sekmede parametreler altına toplayıcı tek kalem olarak getirilmesini talep ederiz,2
kur bilgileri,budget parametreler içerisinde usd eur kur bilgilerinin gerçekleşenlerinin getirilmesini talep etmekteyiz,2
kırılım eklenmesi,budget sekmesi gelir tablosunda kiralama giderleri altına ifrs finansman maliyeti kira giderleri kaleminin eklenmesi gerekmektedir,2
cognos görnüm,ibm cognos tm bütçe modülü bütçe planlama budget sekmesinde görünümü ilk sunumuna getir dediğimizde caption ı otomatik getirmesi talep edilmektedir,1
ana kalem i̇ptali,cognos bütçe planlama budget sekmesi gelir tablosu içerisinde yer alan katilim fonlari kar payi gi̇derleri̇ kaleminin alt kırılımları azaltıldığından toplayıcı hesaba gerek kalmamaktadır gereği bilgilerinize sunar,2
caption düzeltmesi,iv d şubelere verilen komisyon gelirleri kaleminin iv d şubelere verilen komisyon giderleri olarak değiştirilmesi gerekmektedir,2
kullanıcı yetki devri,müdürlüğümüz personellerinden burak yılmaz kullanıcısına stratejik planlama rolü cognos yetkileri tanımlanması gerekmektedir,2
ana kalem eklenmesi,toplanan fonlar hazine fonları ana toplayıcısı olarak parasal kaynaklar ana toplayıcı kaleminin eklenmesi gerekmektedir bilgilerinize sunarım,1
caption değişikliği,kira sertifikası kp giderinin satış ilgili olan kısmına satış ifadesi eklenmesi gerekmektedir,1
gavs caption değişikliği,vaad kp gideri vaad hazi̇ne kp gi̇deri̇ olması talep edilmektedir,1
yatırım bütçesi bilgileri,gider yatırım bütçesi küpü içerisinde yatırım bütçesi sekmesi bütçe planda görünmemektedir gerekli bağlantı kontrollerinin yapılmasını talep ederim,0
cognos kümüle usd kümüle orj,ibm cognos tm bütçe planlama küpünde cognos ta kümüle usd pcn usd dgr kümüle_orj ye eşit eur kümüle orj eur rapor kuru usd rapor kuru olacak şekilde düzenlenmesini talep eder,2
kalem eklenmesi,cognos tm bütçe planlama modülünde budget sekmesi altına bağımsız denetim aktif büyüklük bağımsız denetim net kar kalemlerinin eklenmesi gerekmektedir,2
yeni ana kalem toplayıcı eklenmesi,aktiflerin ilk kalemi olarak nakit nakit benzeri değerler elementi açılması gerekmektedir,2
ana toplayıcı element eklenmesi,cognos ta sabit kıymetler satış amaçlılar dahil ana toplayıcı element eklenmesi gerekmektedir,2
caption düzeltme,karşılıklar bilanço pasif kısımda caption düzenlemesi yapılarak b c maddeli kalemler yer değiştirecek,2
yetki devri,ödeme sistemleri operasyon müdürlüğü çalışanlarından damla bedir kullanıcısına cognos yetkileri tanımlanması gerekmektedir hakan yazıcıdan alınıp damla bedir e verilmesi gerekmektedir,2
yeni açılan şubelerin eklenmesi,yeni açılan i̇stanbul soğanlık bağdat şubenin eklenmesini talep etmekteyiz,2
yeni element eklenmesi,cognosa kur azalış reeskontu elementi eklenmesi gerekmektedir eşleştirilmelidir,2
caption düzenlemeleri,cognos a eklenen yeni bütçe kalemlerinden kaynaklı caption güncellemeleri yapılacaktır aktif pasif gelir tablosu kalemleri tekrar gözden geçirilecektir,2
kur etkisinden arındırılmış artış azalış oranlarının eklenmesi,ibm cognos tm bütçe modülü içerisinde yer alan budget sekmesi içerisinde parametreler sekmesi altına aşağıdaki isimler kur etkisinden arındırılmış artış azalış oranlarının para cinsi bazında ayrı ayrı olma kaydıyla eklenmesini talep etmekteyiz eklenmesi istenen bütçe kalemleri bilanço aktifinde aktif büyüklük tp yp kredi alacaklar tp yp murabaha finansal kiralama tp yp bilanço pasifinde katılım fonları tp yp özel cari hesaplar tp yp katılma hesapları tp yp kalemler ilgili detay formülasyonlar adım uygulama planına alındıktan s,1
para cinsi bazında orj try uyumsuzluğu,cognos mizanda para cinsi bazında orj try karşılığı kalemlerde ertelenmiş vergi alacağı net dönem kârı kümülatif orj sıfır gelmesine rağmen kümüatif try karşılığında rakam görünmektedir gerekli kontroller bilgilerinize sunarım,0
cognos aylık artış try hatası,cognos ta aylık artış try hatalı görünmektedir dönemi bankalar vadesiz örneğinde olduğu bilanço hesapları ndan kaynaklı olarak ocak ayı aylık artış azalış alanları hatalı görünmektedir gerekli kontrollerin yapılması bilgilerinize sunarız,0
müşterili mali tablo hata,müşterili mali tablo verisinde formül hesaplanıp ilgili satırlara yansıması beklenen net kar payı geliri faaliyet karı net kar rakamlar sıfır görünmemektedir bilgilerinize sunarım,0
